,Unnamed: 0,title,genre,rating,views,year,duration
1095,39958,The Twelve Tasks of Asterix,Adventure,7.7,20953,1976,82
1096,39976,The Eiger Sanction,Action,6.4,24266,1975,129
1097,39991,Escape to Witch Mountain,Adventure,6.3,12213,1975,97
1098,40002,F for Fake,Documentary,7.7,19489,1973,89
1099,40011,"Farewell, My Lovely",Crime,7.0,10652,1975,95
1100,40016,Female Trouble,Comedy,7.1,11546,1974,89
1101,40031,The Pinchcliffe Grand Prix,Animation,8.5,15195,1975,88
1102,40039,The Four Musketeers,Action,6.9,12690,1974,108
1103,40043,French Connection II,Action,6.7,22906,1975,119
1104,40078,Grey Gardens,Comedy,7.5,16574,1975,95
1105,40088,Hard Times,Crime,7.2,13411,1975,93
1106,40152,Jaws,Adventure,8.1,725922,1975,124
1107,40154,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Drama,7.5,17027,1975,202
1108,40224,Love and Death,Comedy,7.6,43455,1975,85
1109,40246,The Man Who Would Be King,Adventure,7.7,54872,1975,129
1110,40302,Nashville,Comedy,7.6,31013,1975,160
1111,40311,Night Moves,Crime,7.1,20783,1975,100
1112,40336,One Flew Over the Cuckoo's Nest,Drama,8.6,1144732,1975,133
1113,40379,Picnic at Hanging Rock,Drama,7.4,44868,1975,115
1114,40404,The Passenger,Drama,7.4,28343,1975,126
1115,40406,Deep Red,Horror,7.5,46714,1975,127
1116,40436,The Rocky Horror Picture Show,Comedy,7.4,181377,1975,100
1117,40437,Rollerball,Action,6.5,31839,1975,125
1118,40442,Rooster Cogburn,Adventure,6.8,14197,1975,108
1119,40450,"Salò, or the 120 Days of Sodom",Drama,5.8,71457,1975,117
1120,40475,Shampoo,Comedy,6.4,15606,1975,110
1121,40485,Shivers,Horror,6.3,25739,1975,87
1122,40487,Sholay,Action,8.1,62331,1975,162
1123,40512,The Stepford Wives,Horror,6.9,21283,1975,115
1124,40548,Three Days of the Condor,Crime,7.4,69084,1975,117
1125,40555,Tommy,Drama,6.6,24106,1975,111
1126,40616,The Wind and the Lion,Action,6.8,10936,1975,119
1127,40622,The Yakuza,Action,7.2,11399,1974,112
1128,40649,1900,Drama,7.6,28764,1976,317
1129,40662,In the Realm of the Senses,Drama,6.6,24742,1976,109
1130,40663,The Wing or The Thigh?,Comedy,7.2,13414,1976,104
1131,40676,All the President's Men,Drama,7.9,135903,1976,138
1132,40704,Assault on Precinct 13,Action,7.3,60062,1976,91
1133,40715,The Bad News Bears,Comedy,7.3,26979,1976,102
1134,40774,Bugsy Malone,Comedy,6.8,20657,1976,93
1135,40775,Burnt Offerings,Horror,6.4,14984,1976,116
1136,40795,Carrie,Horror,7.4,224992,1976,98
1137,40802,The Cassandra Crossing,Drama,6.3,10878,1976,129
1138,40851,Cría Cuervos,Drama,7.9,12126,1976,105
1139,40906,Crime Busters,Action,7.1,13939,1977,98
1140,40915,The Eagle Has Landed,Adventure,6.9,26719,1976,123
1141,40938,The Enforcer,Action,6.7,52428,1976,96
1142,40940,Eraserhead,Fantasy,7.2,141240,1977,89
1143,40960,Family Plot,Comedy,6.8,26605,1976,120
1144,40989,The Front,Drama,7.3,10191,1976,95
1145,40992,Futureworld,Sci-Fi,5.7,12708,1976,108
1146,41080,Cross of Iron,Drama,7.4,31190,1977,119
1147,41115,The Killing of a Chinese Bookie,Crime,7.2,16056,1976,135
1148,41116,King Kong,Adventure,6.0,37885,1976,134
1149,41133,The Last Tycoon,Drama,6.2,10207,1976,123
1150,41155,The Little Girl Who Lives Down the Lane,Drama,7.0,19581,1976,91
1151,41159,The Tenant,Drama,7.5,50755,1976,126
1152,41160,Logan's Run,Action,6.8,64813,1976,119
1153,41182,The Man Who Fell to Earth,Drama,6.6,30690,1976,139
1154,41188,Marathon Man,Crime,7.4,74614,1976,125
1155,41213,The Message,Biography,8.1,53392,1976,177
1156,41215,Midway,Action,6.8,22904,1976,132
1157,41220,The Missouri Breaks,Drama,6.5,13606,1976,126
1158,41228,Mr. Klein,Crime,7.5,10400,1976,123
1159,41242,Murder by Death,Comedy,7.2,44950,1976,95
1160,41261,Network,Drama,8.1,183674,1976,121
1161,41284,Obsession,Drama,6.7,13180,1976,98
1162,41295,The Omen,Horror,7.5,144766,1976,111
1163,41311,The Outlaw Josey Wales,Drama,7.8,85517,1976,135
1164,41337,The Pink Panther Strikes Again,Comedy,7.1,34088,1976,103
1165,41390,The Message,Biography,8.9,11748,1976,207
1166,41393,Robin and Marian,Adventure,6.5,14898,1976,106
1167,41394,Rocky,Drama,8.1,678440,1976,120
1168,41443,The Shootist,Drama,7.6,28897,1976,100
1169,41450,Silent Movie,Comedy,6.7,19424,1976,87
1170,41451,Silver Streak,Action,6.9,23203,1976,114
1171,41481,A Star Is Born,Drama,6.1,14200,1976,139
1172,41487,Stroszek,Comedy,7.7,16306,1977,115
1173,41514,Taxi Driver,Crime,8.2,1008909,1976,114
1174,41534,The Town That Dreaded Sundown,Crime,6.0,11014,1976,90
1175,41579,The Ascent,Drama,8.2,11837,1977,111
1176,41621,3 Women,Drama,7.7,19515,1977,124
1177,41645,Airport '77,Action,5.8,13638,1977,114
1178,41663,The American Friend,Crime,7.4,20859,1977,128
1179,41671,Annie Hall,Comedy,7.9,289367,1977,93
1180,41740,A Bridge Too Far,Drama,7.4,66591,1977,175
1181,41762,The Car,Action,6.2,12592,1977,96
1182,41774,That Obscure Object of Desire,Comedy,7.8,26674,1977,103
1183,41799,Close Encounters of the Third Kind,Drama,7.6,230395,1977,138
1184,41835,The Deep,Adventure,6.3,15132,1977,123
1185,41839,Demon Seed,Horror,6.3,11074,1977,94
1186,41868,The Duellists,Drama,7.4,29204,1977,100
1187,41893,Exorcist II: The Heretic,Horror,3.8,30447,1977,117
1188,41921,Freaky Friday,Comedy,6.3,15499,1976,98
1189,41934,The Gauntlet,Action,6.4,27029,1977,109
1190,41942,A Special Day,Drama,8.1,18100,1977,103
1191,41947,The Goodbye Girl,Comedy,7.4,17414,1977,111
1192,41983,High Anxiety,Comedy,6.6,25147,1977,94
1193,41991,"Alice, Sweet Alice",Crime,6.4,14764,1976,107
1194,42000,House,Comedy,7.2,38620,1977,88
1195,42044,Jabberwocky,Adventure,6.1,16951,1977,105
1196,42063,Julia,Drama,7.0,11252,1977,117
1197,42070,The Kentucky Fried Movie,Comedy,6.4,21472,1977,83
1198,42080,Who's Singin' Over There?,Adventure,8.7,17707,1980,86
1199,42096,The Last Wave,Drama,6.9,12141,1977,106
1200,42140,The Many Adventures of Winnie the Pooh,Animation,7.5,42269,1977,74
1201,42197,"New York, New York",Drama,6.6,23425,1977,155
1202,42220,"Oh, God!",Comedy,6.6,11506,1977,98
1203,42228,Orca,Adventure,5.8,14690,1977,92
1204,42258,Pete's Dragon,Adventure,6.3,27842,1977,128
1205,42285,Pumping Iron,Documentary,7.3,26435,1977,86
1206,42290,The Inglorious Bastards,Action,6.5,10884,1978,99
1207,42293,Rabid,Horror,6.3,23302,1977,91
1208,42311,The Rescuers,Adventure,6.9,74333,1977,77
1209,42324,Rolling Thunder,Crime,6.9,14233,1977,100
1210,42343,Saturday Night Fever,Drama,6.8,93404,1977,118
1211,42355,The Sentinel,Horror,6.3,13462,1977,92
1212,42384,Slap Shot,Comedy,7.2,44378,1977,123
1213,42387,Office Romance,Comedy,8.2,11389,1977,159
1214,42389,Smokey and the Bandit,Action,7.0,61664,1977,96
1215,42392,Soldier of Orange,Drama,7.6,14684,1977,165
1216,42395,Sorcerer,Adventure,7.7,34269,1977,121
1217,42400,The Spy Who Loved Me,Action,7.0,123042,1977,125
1218,42407,Star Wars: Episode IV - A New Hope,Action,8.6,1548889,1977,121
1219,42423,Suspiria,Horror,7.3,114911,1977,92
1220,42525,Wizards,Adventure,6.4,14199,1977,80
1221,42630,Battlestar Galactica,Action,6.8,11565,1978,148
1222,42653,Blue Collar,Crime,7.5,11949,1978,114
1223,42666,The Boys from Brazil,Drama,7.0,33256,1978,125
1224,42675,The Buddy Holly Story,Biography,7.2,10599,1978,114
1225,42681,La Cage aux Folles,Comedy,7.2,12843,1978,97
1226,42687,Capricorn One,Action,6.8,26817,1978,123
1227,42727,Coma,Drama,6.9,22529,1978,113
1228,42732,Coming Home,Drama,7.3,15805,1978,127
1229,42738,Convoy,Action,6.3,20528,1978,110
1230,42752,Damien: Omen II,Horror,6.2,39715,1978,107
1231,42757,Dawn of the Dead,Horror,7.8,135340,1978,127
1232,42760,Days of Heaven,Drama,7.7,67749,1978,94
1233,42764,Death on the Nile,Crime,7.3,43561,1978,140
1234,42767,The Deer Hunter,Drama,8.1,382990,1978,183
1235,42786,Don,Action,7.7,13388,1978,166
1236,42801,The Driver,Action,7.1,21223,1978,91
1237,42835,Every Which Way But Loose,Action,6.3,32052,1978,114
1238,42841,Eyes of Laura Mars,Mystery,6.2,13411,1978,104
1239,42869,Force 10 from Navarone,Action,6.4,21106,1978,118
1240,42873,Foul Play,Comedy,6.8,18674,1978,116
1241,42879,The Fury,Horror,6.3,18706,1978,118
1242,42884,Game of Death,Action,5.9,23803,1978,100
1243,42904,Grease,Comedy,7.2,321972,1978,110
1244,42917,Halloween,Horror,7.7,334965,1978,91
1245,42921,Heaven Can Wait,Comedy,6.9,25322,1978,101
1246,42935,The Hills Have Eyes,Horror,6.3,42238,1977,90
1247,42955,Autumn Sonata,Drama,8.1,41472,1978,99
1248,42957,I Spit on Your Grave,Horror,5.7,33758,1978,101
1249,42980,Interiors,Drama,7.3,22020,1978,92
1250,42983,Invasion of the Body Snatchers,Horror,7.4,79881,1978,115
1251,42997,Jaws 2,Adventure,5.8,91524,1978,116
1252,43043,The Last Waltz,Biography,8.1,21767,1978,117
1253,43061,The Lord of the Rings,Adventure,6.2,38769,1978,132
1254,43075,Magic,Drama,6.8,15175,1978,107
1255,43092,Martin,Drama,6.9,13833,1977,95
1256,43103,Midnight Express,Biography,7.5,93128,1978,121
1257,43139,National Lampoon's Animal House,Comedy,7.4,135117,1978,109
1258,43194,Odds and Evens,Action,7.1,10949,1978,109
1259,43215,Piranha,Comedy,5.9,27549,1978,94
1260,43234,Pretty Baby,Drama,6.5,14041,1978,110
1261,43263,Revenge of the Pink Panther,Comedy,6.6,24768,1978,99
1262,43318,The 36th Chamber of Shaolin,Action,7.6,20114,1978,116
1263,43324,Snake in the Eagle's Shadow,Action,7.3,13885,1978,90
1264,43371,Straight Time,Crime,7.4,11020,1978,114
1265,43383,Superman,Action,7.4,205579,1978,143
1266,43453,Up in Smoke,Comedy,6.9,43076,1978,86
1267,43475,Watership Down,Adventure,7.5,42690,1978,92
1268,43483,The Wild Geese,Action,6.8,15447,1978,134
1269,43488,The Wiz,Adventure,5.6,19111,1978,134
1270,43526,And Justice for All,Crime,7.4,44322,1979,119
1271,43529,10,Comedy,6.2,20219,1979,122
1272,43530,1941,Action,5.8,38506,1979,118
1273,43548,Alien,Horror,8.5,1049024,1979,117
1274,43552,All That Jazz,Drama,7.8,39524,1979,123
1275,43561,The Amityville Horror,Horror,6.2,48553,1979,117
1276,43575,Apocalypse Now,Drama,8.4,761388,1979,147
1277,43614,Being There,Comedy,7.9,82048,1979,130
1278,43635,The Black Hole,Action,5.9,29926,1979,98
1279,43638,The Black Stallion,Adventure,7.4,15139,1979,118
1280,43641,The Tin Drum,Drama,7.4,27473,1979,142
1281,43659,Breaking Away,Comedy,7.7,27189,1979,101
1282,43663,The Brood,Horror,6.8,37527,1979,92
1283,43685,Cannibal Holocaust,Adventure,5.8,66013,1980,95
1284,43708,The China Syndrome,Drama,7.4,35370,1979,122
1285,43781,Dracula,Drama,6.5,12400,1979,109
1286,43799,The Marriage of Maria Braun,Drama,7.7,16039,1979,120
1287,43802,The Electric Horseman,Comedy,6.5,11021,1979,121
1288,43815,Escape from Alcatraz,Biography,7.5,161428,1979,112
1289,43856,The Frisco Kid,Adventure,6.4,12237,1979,119
1290,43872,The Gendarme and the Extra-Terrestrials,Comedy,6.3,10241,1979,96
1291,43888,Gol Maal,Comedy,8.5,21846,1979,120
1292,43901,The Great Train Robbery,Adventure,6.9,21481,1978,110
1293,43916,Hair,Comedy,7.5,43681,1979,121
1294,43922,Hardcore,Crime,7.1,16355,1979,108
1295,43932,Saturn 3,Adventure,5.1,11380,1980,88
1296,43964,The In-Laws,Action,7.3,10844,1979,103
1297,43973,I'm for the Hippopotamus,Action,6.6,10091,1979,92
1298,43984,The Jerk,Comedy,7.1,67928,1979,94
1299,44020,Kramer vs. Kramer,Drama,7.8,164175,1979,105
1300,44054,Monty Python's Life of Brian,Comedy,8.0,432714,1979,94
1301,44074,Mad Max,Action,6.8,242476,1979,88
1302,44087,Manhattan,Comedy,7.8,153150,1979,96
1303,44096,Meatballs,Comedy,6.2,25766,1979,94
1304,44123,Moonraker,Action,6.3,115480,1979,126
1305,44126,Moscow Does Not Believe in Tears,Comedy,8.0,15461,1980,150
1306,44132,The Muppet Movie,Adventure,7.6,41970,1979,95
1307,44169,Norma Rae,Drama,7.3,13788,1979,114
1308,44172,Nosferatu the Vampyre,Drama,7.4,48630,1979,107
1309,44193,Opening Night,Drama,7.8,13776,1977,144
1310,44223,Phantasm,Horror,6.6,44248,1979,89
1311,44263,Quadrophenia,Drama,7.2,22237,1979,120
1312,44290,Rock 'n' Roll High School,Comedy,6.6,12056,1979,93
1313,44294,Rocky II,Drama,7.3,246261,1979,119
1314,44303,Lupin III: The Castle of Cagliostro,Adventure,7.6,35509,1979,102
1315,44327,Scum,Crime,7.5,14252,1979,98
1316,44379,Stalker,Drama,8.0,154772,1979,162
1317,44380,Star Trek: The Motion Picture,Adventure,6.4,101303,1979,143
1318,44414,Tess,Drama,7.3,19508,1979,186
1319,44424,Time After Time,Adventure,7.0,22225,1979,112
1320,44434,Tourist Trap,Horror,6.0,14734,1979,90
1321,44443,Zombie,Horror,6.8,32918,1979,91
1322,44484,The Wanderers,Crime,7.3,13268,1979,112
1323,44486,The Warriors,Action,7.5,117935,1979,93
1324,44492,When a Stranger Calls,Horror,6.4,15693,1979,97
1325,44504,Woyzeck,Drama,7.0,11247,1979,82
1326,44523,Drunken Master,Action,7.4,47007,1978,111
1327,44532,Breaker Morant,Drama,7.8,15273,1980,107
1328,44540,9 to 5,Comedy,6.9,42558,1980,109
1329,44550,Airplane!,Comedy,7.7,282768,1980,88
1330,44558,Alligator,Horror,6.1,18068,1980,91
1331,44561,Altered States,Horror,6.9,41774,1980,102
1332,44565,American Gigolo,Crime,6.3,31826,1980,117
1333,44570,Any Which Way You Can,Action,6.1,22282,1980,116
1334,44577,Atlantic City,Crime,7.3,19465,1980,104
1335,44579,Attack of the Killer Tomatoes!,Adventure,4.6,16269,1978,83
1336,44589,Bad Timing,Drama,6.9,10241,1980,123
1337,44600,Battle Beyond the Stars,Action,5.5,11312,1980,104
1338,44612,The Big Red One,Drama,7.1,22629,1980,113
1339,44614,The Taming of the Scoundrel,Comedy,7.6,11032,1980,107
1340,44626,The Blue Lagoon,Adventure,5.8,82232,1980,104
1341,44628,The Blues Brothers,Adventure,7.9,226893,1980,133
1342,44638,Bronco Billy,Action,6.2,13604,1980,116
1343,44640,Brubaker,Crime,7.1,21073,1980,131
1344,44652,Caddyshack,Comedy,7.2,133240,1980,98
1345,44656,Caligula,Drama,5.3,41155,1979,156
1346,44678,The Changeling,Horror,7.1,43923,1980,107
1347,44682,Cheech and Chong's Next Movie,Comedy,6.0,15662,1980,99
1348,44703,Coal Miner's Daughter,Biography,7.5,21944,1980,124
1349,44716,Cruising,Crime,6.5,31391,1980,102
1350,44743,The Last Metro,Drama,7.3,16754,1980,132
1351,44763,The Dogs of War,Action,6.3,10739,1980,102
1352,44779,Dressed to Kill,Crime,7.0,55271,1980,104
1353,44789,The Elephant Man,Biography,8.2,278926,1980,124
1354,44795,Star Wars: Episode V - The Empire Strikes Back,Action,8.7,1482902,1980,124
1355,44815,Fame,Drama,6.6,26023,1980,134
1356,44832,The Final Countdown,Action,6.7,29400,1980,103
1357,44840,Flash Gordon,Action,6.5,65387,1980,111
1358,44844,The Fog,Horror,6.8,90507,1980,89
1359,44850,Friday the 13th,Horror,6.4,172834,1980,95
1360,44872,Gloria,Crime,7.1,12966,1980,121
1361,44873,The Gods Must Be Crazy,Adventure,7.3,62433,1980,109
1362,44913,Heaven's Gate,Adventure,6.7,18820,1980,219
1363,44948,Humanoids from the Deep,Horror,5.7,12136,1980,80
1364,44963,Inferno,Horror,6.5,25985,1980,106
1365,45000,Kagemusha: The Shadow Warrior,Drama,7.9,40496,1980,162
1366,45053,Lion of the Desert,Biography,8.2,18740,1980,173
1367,45061,The Long Good Friday,Crime,7.5,28947,1980,114
1368,45062,The Long Riders,Biography,6.9,14387,1980,100
1369,45090,Maniac,Crime,6.3,21992,1980,87
1370,45111,The Mirror Crack'd,Crime,6.2,10893,1980,105
1371,45125,Motel Hell,Comedy,6.0,14811,1980,101
1372,45139,My Bodyguard,Comedy,7.1,11563,1980,102
1373,45184,Ordinary People,Drama,7.7,61060,1980,124
1374,45207,City of the Living Dead,Horror,6.2,20757,1980,93
1375,45226,Popeye,Adventure,5.4,37158,1980,114
1376,45238,Private Benjamin,Comedy,6.2,30441,1980,109
1377,45244,Prom Night,Horror,5.3,23583,1980,92
1378,45254,Raging Bull,Biography,8.1,404774,1980,129
1379,45287,Scanners,Horror,6.7,66783,1981,103
1380,45302,Seems Like Old Times,Comedy,6.7,11559,1980,102
1381,45322,The Shining,Drama,8.4,1205942,1980,146
1382,45323,Shogun Assassin,Action,7.3,11887,1980,85
1383,45339,Smokey and the Bandit II,Action,5.3,18834,1980,100
1384,45343,Somewhere in Time,Drama,7.2,35768,1980,103
1385,45357,Stardust Memories,Comedy,7.2,24978,1980,89
1386,45363,Stir Crazy,Comedy,6.7,32239,1980,111
1387,45365,The Stunt Man,Action,6.9,11342,1980,131
1388,45369,Superman II,Action,6.8,123495,1980,127
1389,45396,Terror Train,Horror,5.8,15205,1980,97
1390,45408,Time Bandits,Adventure,6.9,73354,1981,110
1391,45456,Urban Cowboy,Drama,6.5,18158,1980,132
1392,45458,Used Cars,Comedy,6.7,18262,1980,113
1393,45490,Where the Buffalo Roam,Biography,6.5,13213,1980,99
1394,45508,Xanadu,Fantasy,5.4,16612,1980,96
1395,45554,Absence of Malice,Drama,6.9,16309,1981,116
1396,45578,An American Werewolf in London,Comedy,7.5,132575,1981,97
1397,45590,Arthur,Comedy,6.9,33085,1981,97
1398,45628,Blow Out,Crime,7.4,73975,1981,108
1399,45632,Body Heat,Crime,7.4,43271,1981,113
1400,45639,Das Boot,Drama,8.4,285063,1981,149
1401,45640,The Party,Comedy,6.7,11626,1980,100
1402,45654,The Burning,Horror,6.2,24620,1981,91
1403,45667,The Cannonball Run,Action,6.2,43124,1981,95
1404,45682,Chariots of Fire,Biography,7.1,70214,1981,125
1405,45695,Christiane F.,Biography,7.5,33924,1981,138
1406,45700,La Chèvre,Adventure,7.3,11711,1981,91
1407,45702,Clash of the Titans,Action,6.9,50691,1981,118
1408,45710,Conan the Barbarian,Adventure,6.9,171887,1982,129
1409,45739,Dead & Buried,Horror,6.5,16400,1981,94
1410,45745,Death Wish II,Action,6.0,19973,1982,89
1411,45761,Diva,Crime,7.1,15147,1981,117
1412,45777,Dragonslayer,Action,6.6,21431,1981,109
1413,45787,The Beyond,Horror,6.6,27519,1981,87
1414,45804,Endless Love,Drama,4.9,10548,1981,116
1415,45808,The Entity,Drama,6.7,20042,1982,125
1416,45812,Escape from New York,Action,7.1,170203,1981,99
1417,45818,Excalibur,Adventure,7.3,71850,1981,140
1418,45821,Eye of the Needle,Romance,7.1,13889,1981,112
1419,45838,The Final Conflict,Horror,5.5,25414,1981,108
1420,45849,For Your Eyes Only,Action,6.7,114419,1981,127
1421,45856,The Fox and the Hound,Adventure,7.2,108856,1981,83
1422,45862,The French Lieutenant's Woman,Drama,6.9,16505,1981,124
1423,45863,Friday the 13th Part 2,Horror,6.1,85910,1981,87
1424,45872,The Funhouse,Horror,5.9,18153,1981,96
1425,45876,Galaxy of Terror,Action,5.0,10277,1981,81
1426,45877,Gallipoli,Adventure,7.4,44036,1981,110
1427,45888,Ghost Story,Drama,6.3,10964,1981,110
1428,45905,The Great Muppet Caper,Adventure,7.1,18035,1981,97
1429,45913,Quest for Fire,Adventure,7.3,26028,1981,100
1430,45922,Halloween II,Horror,6.5,110903,1981,92
1431,45924,Happy Birthday to Me,Horror,6.0,12283,1981,110
1432,45933,Heavy Metal,Adventure,6.6,41033,1981,86
1433,45940,History of the World: Part I,Comedy,6.8,58050,1981,92
1434,45955,The Howling,Horror,6.5,43957,1981,91
1435,46055,The Road Warrior,Action,7.6,211153,1981,96
1436,46058,Cannibal Ferox,Adventure,5.1,11552,1981,93
1437,46085,Mephisto,Drama,7.7,12376,1981,146
1438,46092,Pieces,Horror,6.0,14291,1982,85
1439,46103,Mommie Dearest,Biography,6.7,19728,1981,129
1440,46110,Ms .45,Crime,6.8,14438,1981,80
1441,46112,My Bloody Valentine,Horror,6.3,27443,1981,90
1442,46113,My Dinner with Andre,Comedy,7.7,29704,1981,110
1443,46140,Nighthawks,Action,6.3,23297,1981,99
1444,46159,On Golden Pond,Drama,7.6,37223,1981,109
1445,46172,Outland,Action,6.6,34719,1981,109
1446,46200,Piranha II: The Spawning,Horror,3.8,10712,1982,94
1447,46202,Pixote,Crime,7.9,10449,1980,128
1448,46220,Possession,Drama,7.2,54642,1981,124
1449,46221,The Postman Always Rings Twice,Crime,6.6,27383,1981,122
1450,46229,Prince of the City,Crime,7.4,10450,1981,167
1451,46232,The Professional,Action,7.4,18876,1981,108
1452,46234,The Prowler,Horror,5.9,14210,1981,89
1453,46246,The House by the Cemetery,Horror,6.1,17666,1981,86
1454,46250,Ragtime,Drama,7.3,11398,1981,155
1455,46251,Raiders of the Lost Ark,Action,8.4,1099020,1981,115
1456,46256,Reds,Biography,7.3,26395,1981,195
1457,46270,Road Games,Mystery,6.6,10637,1981,101
1458,46342,The Cabbage Soup,Comedy,6.5,10421,1981,102
1459,46344,Southern Comfort,Action,7.1,24104,1981,106
1460,46351,Stripes,Comedy,6.8,84817,1981,106
1461,46379,Taps,Drama,6.8,21710,1981,126
1462,46389,Thief,Action,7.4,47316,1981,123
1463,46452,Victory,Drama,6.7,35256,1981,116
1464,46487,Wolfen,Horror,6.3,12579,1981,115
1465,46522,48 Hrs.,Action,6.9,91919,1982,96
1466,46538,Airplane II: The Sequel,Comedy,6.2,60292,1982,85
1467,46552,Amityville II: The Possession,Horror,5.6,14009,1982,104
1468,46563,Annie,Comedy,6.6,52864,1982,127
1469,46605,Basket Case,Comedy,6.2,23767,1982,91
1470,46609,The Beastmaster,Action,6.2,26943,1982,118
1471,46620,The Best Little Whorehouse in Texas,Comedy,6.1,14293,1982,114
1472,46631,Blade Runner,Action,8.1,871676,1982,117
1473,46676,Cat People,Fantasy,6.2,26145,1982,118
1474,46690,Class of 1984,Action,6.5,14551,1982,98
1475,46707,Creepshow,Comedy,6.8,57065,1982,120
1476,46723,The Dark Crystal,Adventure,7.1,76178,1982,93
1477,46729,Dead Men Don't Wear Plaid,Comedy,6.8,25503,1982,88
1478,46734,Deathtrap,Comedy,7.0,17486,1982,116
1479,46754,Diner,Comedy,7.0,23900,1982,110
1480,46765,The Draughtsman's Contract,Comedy,7.2,11859,1982,108
1481,46774,E.T. the Extra-Terrestrial,Adventure,7.9,465831,1982,115
1482,46803,The Evil Dead,Horror,7.3,248438,1981,85
1483,46804,Evil Under the Sun,Crime,7.1,23233,1982,117
1484,46811,Fanny and Alexander,Drama,8.1,70709,1982,188
1485,46815,Fast Times at Ridgemont High,Comedy,7.1,123532,1982,90
1486,46828,Firefox,Action,5.9,31076,1982,136
1487,46829,First Blood,Action,7.7,296818,1982,93
1488,46830,Fitzcarraldo,Adventure,7.9,42188,1982,158
1489,46844,Friday the 13th: Part 3,Horror,5.6,66690,1982,95
1490,46852,Gandhi,Biography,8.0,246119,1982,191
1491,46877,Grease 2,Comedy,4.6,40850,1982,115
1492,46918,Honkytonk Man,Comedy,6.6,10102,1982,122
1493,47005,The Last American Virgin,Comedy,6.3,10761,1982,92
1494,47007,The Last Unicorn,Adventure,7.3,32487,1982,92
1495,47044,The Man from Snowy River,Adventure,7.2,10675,1982,102
1496,47050,The Marathon Family,Comedy,8.8,17972,1982,92
1497,47064,A Midsummer Night's Sex Comedy,Comedy,6.6,21833,1982,88
1498,47067,Missing,Biography,7.7,25266,1982,122
1499,47077,Monty Python Live at the Hollywood Bowl,Comedy,7.8,16269,1982,81
1500,47088,My Favorite Year,Comedy,7.3,11136,1982,92
1501,47113,Night Shift,Comedy,6.5,19644,1982,106
1502,47127,An Officer and a Gentleman,Drama,7.1,66578,1982,124
1503,47163,Permanent Vacation,Comedy,6.1,11558,1980,75
1504,47170,Pink Floyd: The Wall,Drama,8.0,89077,1982,95
1505,47182,Poltergeist,Horror,7.3,192921,1982,114
1506,47187,Porky's,Comedy,6.2,48427,1981,94
1507,47205,Blind Chance,Drama,7.7,12095,1987,114
1508,47208,Santa Claus Is a Stinker,Comedy,7.4,11363,1982,88
1509,47209,Q: The Winged Serpent,Crime,6.0,10582,1982,93
1510,47237,Rocky III,Drama,6.9,225173,1982,99
1511,47249,Sans Soleil,Documentary,7.7,12924,1983,100
1512,47261,The Secret of NIMH,Adventure,7.5,49167,1982,82
1513,47289,The Slumber Party Massacre,Horror,5.6,20785,1982,77
1514,47298,Sophie's Choice,Drama,7.5,56273,1982,150
1515,47308,The New York Ripper,Horror,6.3,13718,1982,85
1516,47314,Star Trek II: The Wrath of Khan,Action,7.7,134540,1982,113
1517,47328,Swamp Thing,Horror,5.3,18358,1982,91
1518,47344,Tenebrae,Horror,7.0,30411,1982,101
1519,47352,The Thing,Horror,8.2,516930,1982,109
1520,47361,Tootsie,Comedy,7.4,120925,1982,116
1521,47365,The Toy,Comedy,5.8,15368,1982,102
1522,47369,Trail of the Pink Panther,Comedy,4.8,12023,1982,96
1523,47380,Tron,Action,6.7,143218,1982,96
1524,47398,The Verdict,Drama,7.7,49822,1982,129
1525,47401,Victor/Victoria,Comedy,7.6,25334,1982,134
1526,47423,White Dog,Drama,7.0,11466,1982,90
1527,47432,The World According to Garp,Comedy,7.1,30650,1982,136
1528,47445,Yol,Drama,7.9,15286,1982,107
1529,47469,10 to Midnight,Crime,6.3,10438,1983,101
1530,47474,Project A,Action,7.2,20077,1983,105
1531,47491,All the Right Moves,Drama,6.0,21843,1983,91
1532,47513,L'Argent,Crime,7.4,12956,1983,85
1533,47533,Bad Boys,Crime,7.2,18440,1983,123
1534,47539,Barefoot Gen,Animation,8.0,10140,1983,83
1535,47555,The Big Chill,Comedy,7.1,44952,1983,105
1536,47563,Blue Thunder,Action,6.4,25041,1983,109
1537,47576,Brainstorm,Sci-Fi,6.4,14241,1983,106
1538,47580,Breathless,Action,6.0,11690,1983,100
1539,47617,Who Finds a Friend Finds a Treasure,Action,7.1,13955,1981,108
1540,47621,Christine,Horror,6.8,100999,1983,110
1541,47622,A Christmas Story,Comedy,7.9,179594,1983,93
1542,47631,Class,Comedy,6.0,13635,1983,98
1543,47652,Cujo,Horror,6.1,54998,1983,93
1544,47670,The Dead Zone,Drama,7.2,83470,1983,103
1545,47716,Easy Money,Comedy,6.2,11129,1983,95
1546,47722,Educating Rita,Comedy,7.2,15667,1983,110
1547,47767,Fire and Ice,Adventure,6.5,14317,1983,81
1548,47772,Flashdance,Drama,6.2,63269,1983,95
1549,47801,Go for It,Action,7.1,11916,1983,107
1550,47813,Gorky Park,Crime,6.7,17972,1983,128
1551,47831,Halloween III: Season of the Witch,Horror,5.2,67070,1982,98
1552,47862,The House on Sorority Row,Horror,5.9,11088,1982,91
1553,47869,The Hunger,Drama,6.6,31457,1983,97
